Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Engagement,Performance,Cluster
27,0,Travel_Rarely,1134,Research & Development,16,Master,Technical Degree,1,Female,37,0,Entry Level,Laboratory Technician,1,Married,2811,12086,9,No,14,0,Medium,1,4,2,1,2,2,2,2,3,16,1
45,0,Non-Travel,248,Research & Development,23,College,Life Sciences,2,Male,42,0,Junior Level,Laboratory Technician,3,Married,3633,14039,1,Yes,15,0,High,1,9,2,1,9,8,0,8,6,17,1
47,0,Travel_Rarely,955,Sales,4,College,Life Sciences,2,Female,83,0,Junior Level,Sales Executive,0,Single,4163,8571,1,Yes,17,0,High,0,9,0,1,9,0,0,7,3,17,1
30,1,Travel_Rarely,138,Research & Development,22,Bachelor,Life Sciences,3,Female,48,0,Entry Level,Research Scientist,2,Married,2132,11539,4,Yes,11,0,Medium,0,7,2,1,5,2,0,1,6,13,1
50,0,Travel_Rarely,939,Research & Development,24,Bachelor,Life Sciences,2,Male,95,0,Senior Level,Manufacturing Director,2,Married,13973,4161,3,Yes,18,0,Very High,1,22,2,1,12,11,1,5,5,20,1
38,0,Travel_Frequently,1391,Research & Development,10,Below College,Medical,1,Male,66,0,Entry Level,Research Scientist,2,Married,2684,12127,0,No,17,0,Medium,1,3,0,2,2,1,0,2,5,17,1
46,0,Travel_Rarely,566,Research & Development,7,College,Medical,2,Male,75,0,Mid Level,Manufacturing Director,2,Divorced,10845,24208,6,No,13,0,Medium,1,13,3,1,8,7,0,7,5,16,2
24,0,Travel_Rarely,1206,Research & Development,17,Below College,Medical,2,Female,41,1,Junior Level,Manufacturing Director,2,Divorced,4377,24117,1,No,15,0,Medium,2,5,6,1,4,2,3,2,6,21,2
35,1,Travel_Rarely,622,Research & Development,14,Master,Other,1,Male,39,1,Entry Level,Laboratory Technician,1,Divorced,3743,10074,1,Yes,24,1,Very High,1,5,2,0,4,2,0,2,3,27,1
31,0,Travel_Frequently,853,Research & Development,1,Below College,Life Sciences,1,Female,96,0,Junior Level,Manufacturing Director,3,Married,4148,11275,1,No,12,0,High,1,4,1,1,4,3,0,3,5,13,1
18,0,Non-Travel,287,Research & Development,5,College,Life Sciences,0,Male,73,0,Entry Level,Research Scientist,0,Single,1051,13493,1,No,15,0,Very High,0,0,2,1,0,0,0,0,1,17,1
54,0,Travel_Rarely,1441,Research & Development,17,Bachelor,Technical Degree,1,Female,56,0,Mid Level,Manufacturing Director,2,Married,10739,13943,8,No,11,0,High,1,22,2,1,10,7,0,8,4,13,0
35,0,Travel_Rarely,583,Research & Development,25,Master,Medical,1,Female,57,0,Mid Level,Healthcare Representative,2,Divorced,10388,6975,1,Yes,11,0,High,1,16,3,2,16,10,10,1,5,14,1
30,0,Travel_Rarely,153,Research & Development,8,College,Life Sciences,0,Female,73,2,Mid Level,Research Director,3,Married,11416,17802,0,Yes,12,0,High,3,9,4,2,8,7,1,7,7,16,0
20,1,Travel_Rarely,1097,Research & Development,11,Bachelor,Medical,2,Female,98,1,Entry Level,Research Scientist,3,Single,2600,18275,1,Yes,15,0,Low,0,1,2,1,1,0,0,0,7,17,2
30,1,Travel_Frequently,109,Research & Development,5,Bachelor,Medical,0,Female,60,0,Entry Level,Laboratory Technician,1,Single,2422,25725,0,No,17,0,Low,0,4,3,1,3,2,1,2,2,20,2
26,0,Travel_Rarely,1066,Research & Development,2,College,Medical,2,Male,32,2,Junior Level,Manufacturing Director,0,Married,5472,3334,1,No,12,0,Medium,0,8,2,1,8,7,1,3,5,14,1
22,0,Travel_Rarely,217,Research & Development,8,Below College,Life Sciences,0,Male,94,3,Entry Level,Laboratory Technician,3,Married,2451,6881,1,No,15,0,Low,1,4,3,2,4,3,1,1,8,18,1
48,0,Travel_Rarely,277,Research & Development,6,Bachelor,Life Sciences,3,Male,97,1,Junior Level,Healthcare Representative,2,Single,4240,13119,2,No,13,0,Very High,0,19,0,1,2,2,2,2,7,13,1
48,0,Travel_Rarely,1355,Research & Development,4,Master,Life Sciences,1,Male,78,1,Mid Level,Healthcare Representative,2,Single,10999,22245,7,No,14,0,Medium,0,27,3,1,15,11,4,8,5,17,2
41,0,Travel_Rarely,549,Research & Development,7,College,Medical,2,Female,42,0,Junior Level,Manufacturing Director,2,Single,5003,23371,6,No,14,0,Medium,0,8,6,1,2,2,2,1,5,20,2
39,0,Travel_Rarely,466,Research & Development,1,Below College,Life Sciences,2,Female,65,1,Senior Level,Manufacturing Director,0,Married,12742,7060,1,No,16,0,High,1,21,3,1,21,6,11,8,4,19,0
27,0,Travel_Rarely,1055,Research & Development,2,Master,Life Sciences,3,Female,47,0,Junior Level,Manufacturing Director,0,Married,4227,4658,0,No,18,0,Medium,1,4,2,1,3,2,2,2,4,20,1
35,0,Travel_Rarely,802,Research & Development,10,Bachelor,Other,0,Male,45,0,Entry Level,Laboratory Technician,0,Divorced,3917,9541,1,No,20,1,Low,1,3,4,2,3,2,1,2,2,25,1
42,0,Travel_Rarely,265,Sales,5,College,Marketing,2,Male,90,0,Executive Level,Manager,2,Married,18303,7770,6,No,13,0,Medium,0,21,3,3,1,0,0,0,7,16,0
50,0,Travel_Rarely,804,Research & Development,9,Bachelor,Life Sciences,3,Male,64,0,Entry Level,Laboratory Technician,0,Married,2380,20165,4,No,18,0,Medium,0,8,5,1,1,0,0,0,4,23,2
59,0,Travel_Rarely,715,Research & Development,2,Bachelor,Life Sciences,1,Female,69,1,Senior Level,Manufacturing Director,0,Single,13726,21829,3,Yes,13,0,Low,0,30,4,1,5,3,4,3,3,17,0
37,1,Travel_Rarely,1141,Research & Development,11,College,Medical,3,Female,61,3,Junior Level,Healthcare Representative,1,Married,4777,14382,5,No,15,0,Low,0,15,2,0,1,0,0,0,7,17,1
55,0,Travel_Frequently,135,Research & Development,18,Master,Medical,1,Male,62,0,Junior Level,Healthcare Representative,1,Married,6385,12992,3,Yes,14,0,Very High,2,17,3,1,8,7,6,7,3,17,1
41,0,Non-Travel,247,Research & Development,7,Below College,Life Sciences,0,Female,55,3,Executive Level,Research Director,2,Divorced,19973,20284,1,No,22,1,Medium,2,21,3,1,21,16,5,10,6,26,0
38,0,Travel_Rarely,1035,Sales,3,Master,Life Sciences,0,Male,42,0,Junior Level,Sales Executive,0,Single,6861,4981,8,Yes,12,0,High,0,19,1,1,1,0,0,0,1,13,1
26,1,Non-Travel,265,Sales,29,College,Medical,0,Male,79,3,Junior Level,Sales Executive,3,Single,4969,21813,8,No,18,0,Very High,0,7,6,1,2,2,2,2,7,24,2
52,1,Travel_Rarely,266,Sales,2,Below College,Marketing,3,Female,57,3,Executive Level,Manager,0,Married,19845,25846,1,No,15,0,Very High,1,33,3,1,32,14,6,9,7,18,0
44,0,Travel_Rarely,1448,Sales,28,Bachelor,Medical,2,Female,53,2,Senior Level,Sales Executive,0,Married,13320,11737,3,Yes,18,0,High,1,23,2,1,12,11,11,11,5,20,0
50,0,Non-Travel,145,Sales,1,Bachelor,Life Sciences,2,Female,95,0,Junior Level,Sales Executive,2,Married,6347,24920,0,No,12,0,Low,1,19,3,1,18,7,0,13,5,15,2
36,1,Travel_Rarely,885,Research & Development,16,Master,Life Sciences,1,Female,43,2,Entry Level,Laboratory Technician,3,Single,2743,8269,1,No,16,0,High,0,18,1,1,17,13,15,14,7,17,1
39,0,Travel_Frequently,945,Research & Development,22,Bachelor,Medical,2,Female,82,0,Mid Level,Manufacturing Director,3,Single,10880,5083,1,Yes,13,0,High,0,21,2,1,21,6,2,8,6,15,1
33,0,Non-Travel,1038,Sales,8,Below College,Life Sciences,0,Female,88,1,Entry Level,Sales Representative,0,Single,2342,21437,0,No,19,0,Very High,0,3,2,2,2,2,2,2,3,21,2
45,0,Travel_Rarely,1234,Sales,11,College,Life Sciences,2,Female,90,0,Senior Level,Manager,0,Married,17650,5404,3,No,13,0,Medium,1,26,4,3,9,3,1,1,5,17,0
32,0,Non-Travel,1109,Research & Development,29,Master,Medical,2,Female,69,0,Entry Level,Laboratory Technician,2,Single,4025,11135,9,No,12,0,Medium,0,10,2,1,8,7,7,7,5,14,1
34,0,Travel_Rarely,216,Sales,1,Master,Marketing,0,Male,75,2,Junior Level,Sales Executive,0,Divorced,9725,12278,0,No,11,0,Very High,1,16,2,2,15,1,0,9,4,13,1
59,0,Travel_Rarely,1089,Sales,1,College,Technical Degree,0,Male,66,0,Mid Level,Manager,0,Married,11904,11038,3,Yes,14,0,High,1,14,1,0,6,4,0,4,0,15,0
45,0,Travel_Rarely,788,Human Resources,24,Master,Medical,0,Male,36,0,Entry Level,Human Resources,1,Single,2177,8318,1,No,16,0,Low,0,6,3,1,6,3,0,4,2,19,1
53,0,Travel_Frequently,124,Sales,2,Bachelor,Marketing,1,Female,38,1,Mid Level,Sales Executive,1,Married,7525,23537,2,No,12,0,Low,1,30,2,1,15,7,6,12,4,14,2
36,1,Travel_Rarely,660,Research & Development,15,Bachelor,Other,3,Male,81,0,Junior Level,Laboratory Technician,2,Divorced,4834,7858,7,No,14,0,Medium,1,9,3,2,1,0,0,0,7,17,1
26,1,Travel_Frequently,342,Research & Development,2,Bachelor,Life Sciences,3,Male,57,0,Entry Level,Research Scientist,3,Married,2042,15346,6,Yes,14,0,Medium,1,6,2,1,3,2,1,2,7,16,2
34,0,Travel_Rarely,1333,Sales,10,Master,Life Sciences,1,Female,87,0,Entry Level,Sales Representative,2,Married,2220,18410,1,Yes,19,0,Very High,1,1,2,1,1,1,0,0,4,21,2
28,0,Travel_Rarely,1144,Sales,10,Below College,Medical,2,Male,74,0,Entry Level,Sales Representative,1,Married,1052,23384,1,No,22,1,Medium,0,1,5,1,1,0,0,0,4,28,2
38,0,Travel_Frequently,1186,Research & Development,3,Master,Other,1,Male,44,0,Entry Level,Research Scientist,2,Married,2821,2997,3,No,16,0,Low,1,8,2,1,2,2,2,2,4,18,1
50,0,Travel_Rarely,1464,Research & Development,2,Master,Medical,0,Male,62,0,Executive Level,Research Director,2,Married,19237,12853,2,Yes,11,0,Very High,1,29,2,2,8,1,7,7,4,13,0
37,0,Travel_Rarely,124,Research & Development,3,Bachelor,Other,2,Female,35,0,Junior Level,Healthcare Representative,1,Single,4107,13848,3,No,15,0,Low,0,8,3,2,4,3,0,1,5,18,1
40,0,Travel_Rarely,300,Sales,26,Bachelor,Marketing,1,Male,74,0,Junior Level,Sales Executive,3,Married,8396,22217,1,No,14,0,Medium,1,8,3,2,7,7,7,5,6,17,2
26,0,Travel_Frequently,921,Research & Development,1,Below College,Medical,3,Female,66,1,Entry Level,Research Scientist,2,Divorced,2007,25265,1,No,13,0,High,2,5,5,1,5,3,1,3,7,18,2
46,0,Travel_Rarely,430,Research & Development,1,Master,Medical,2,Male,40,0,Executive Level,Research Director,0,Divorced,19627,21445,9,No,17,0,Very High,2,23,0,1,2,2,2,2,3,17,0
54,0,Travel_Rarely,1082,Sales,2,Master,Life Sciences,1,Female,41,1,Mid Level,Sales Executive,2,Married,10686,8392,6,No,11,0,Medium,1,13,4,1,9,4,7,0,5,15,1
56,0,Travel_Frequently,1240,Research & Development,9,Bachelor,Medical,3,Female,63,0,Entry Level,Research Scientist,2,Married,2942,12154,2,No,19,0,Medium,1,18,4,1,5,4,0,3,6,23,1
36,0,Travel_Rarely,796,Research & Development,12,Doctor,Medical,2,Female,51,1,Mid Level,Manufacturing Director,0,Single,8858,15669,0,No,11,0,Medium,0,15,2,2,14,8,7,8,5,13,2
55,0,Non-Travel,444,Research & Development,2,Below College,Medical,1,Male,40,1,Senior Level,Manager,3,Single,16756,17323,7,No,15,0,Medium,0,31,3,3,9,7,6,2,8,18,0
43,0,Travel_Rarely,415,Sales,25,Bachelor,Medical,1,Male,79,1,Mid Level,Sales Executive,0,Divorced,10798,5268,5,No,13,0,High,1,18,5,1,1,0,0,0,3,18,1
20,1,Travel_Frequently,769,Sales,9,Bachelor,Marketing,2,Female,54,0,Entry Level,Sales Representative,0,Single,2323,17205,1,Yes,14,0,Medium,0,2,3,1,2,2,0,2,3,17,2
21,1,Travel_Rarely,1334,Research & Development,10,Bachelor,Life Sciences,1,Female,36,1,Entry Level,Laboratory Technician,3,Single,1416,17258,1,No,13,0,Low,0,1,6,2,1,0,1,0,7,19,2
46,0,Travel_Rarely,1003,Research & Development,8,Master,Life Sciences,2,Female,74,1,Junior Level,Research Scientist,3,Divorced,4615,21029,8,Yes,23,1,Low,3,19,2,1,16,13,1,7,7,26,2
51,1,Travel_Rarely,1323,Research & Development,4,Master,Life Sciences,3,Male,34,0,Entry Level,Research Scientist,2,Married,2461,10332,9,Yes,12,0,High,3,18,2,3,10,0,2,7,8,14,1
28,1,Non-Travel,1366,Research & Development,24,College,Technical Degree,0,Male,72,1,Mid Level,Healthcare Representative,3,Single,8722,12355,1,No,12,0,Low,0,10,2,2,10,7,1,9,6,14,1
26,0,Travel_Rarely,192,Research & Development,1,College,Medical,3,Male,59,1,Entry Level,Laboratory Technician,3,Married,3955,11141,1,No,16,0,Low,2,6,2,1,5,3,1,3,8,18,1
30,0,Travel_Rarely,1176,Research & Development,20,Bachelor,Other,1,Male,85,0,Junior Level,Manufacturing Director,3,Married,9957,9096,0,No,15,0,High,1,7,1,2,6,2,0,2,6,16,1
41,0,Travel_Rarely,509,Research & Development,7,College,Technical Degree,0,Female,43,2,Entry Level,Research Scientist,2,Married,3376,18863,1,No,13,0,High,0,10,3,1,10,6,0,8,5,16,2
38,0,Travel_Rarely,330,Research & Development,17,Below College,Life Sciences,1,Female,65,1,Mid Level,Healthcare Representative,2,Married,8823,24608,0,No,18,0,Low,1,20,4,2,19,9,1,9,6,22,2
40,0,Travel_Rarely,1492,Research & Development,20,Master,Technical Degree,3,Male,61,0,Mid Level,Healthcare Representative,0,Married,10322,26542,4,No,20,1,Very High,1,14,6,1,11,10,11,1,4,27,2
27,0,Non-Travel,1277,Research & Development,8,Doctor,Life Sciences,3,Male,87,3,Entry Level,Laboratory Technician,2,Married,4621,5869,1,No,19,0,Very High,3,3,4,1,3,2,1,2,9,23,1
55,0,Travel_Frequently,1091,Research & Development,2,Below College,Life Sciences,2,Male,65,0,Mid Level,Manufacturing Director,1,Married,10976,15813,3,No,18,0,Medium,1,23,4,1,3,2,1,2,4,22,0
28,0,Travel_Rarely,857,Research & Development,10,Bachelor,Other,1,Female,59,0,Junior Level,Research Scientist,2,Single,3660,7909,3,No,13,0,Very High,0,10,4,3,8,7,1,7,6,17,1
44,1,Travel_Rarely,1376,Human Resources,1,College,Medical,0,Male,91,1,Mid Level,Human Resources,3,Married,10482,2326,9,No,14,0,Very High,1,24,1,1,20,6,3,6,5,15,1
33,0,Travel_Rarely,654,Research & Development,5,Bachelor,Life Sciences,2,Male,34,1,Mid Level,Healthcare Representative,0,Divorced,7119,21214,4,No,15,0,High,1,9,2,1,3,2,1,2,4,17,2
35,1,Travel_Rarely,1204,Sales,4,Bachelor,Technical Degree,2,Male,86,0,Mid Level,Sales Executive,3,Single,9582,10333,0,Yes,22,1,Low,0,9,2,1,8,7,4,7,6,25,1
33,1,Travel_Frequently,827,Research & Development,29,Master,Medical,3,Female,54,1,Junior Level,Research Scientist,2,Single,4508,3129,1,No,22,1,Medium,0,14,4,1,13,7,3,8,7,27,1
28,0,Travel_Rarely,895,Research & Development,15,College,Life Sciences,3,Male,50,0,Entry Level,Laboratory Technician,2,Divorced,2207,22482,1,No,16,0,Very High,1,4,5,2,4,2,2,2,7,21,2
34,0,Travel_Frequently,618,Research & Development,3,Below College,Life Sciences,3,Male,45,0,Junior Level,Healthcare Representative,0,Single,7756,22266,0,No,17,0,High,0,7,1,2,6,2,0,4,5,18,2
37,0,Travel_Rarely,309,Sales,10,Master,Life Sciences,2,Female,88,1,Junior Level,Sales Executive,0,Divorced,6694,24223,2,Yes,14,0,High,3,8,5,1,1,0,0,0,4,19,2
25,1,Travel_Rarely,1219,Research & Development,4,Below College,Technical Degree,2,Male,32,0,Entry Level,Laboratory Technician,0,Married,3691,4605,1,Yes,15,0,Medium,1,7,3,3,7,7,5,6,5,18,1
26,1,Travel_Rarely,1330,Research & Development,21,Bachelor,Medical,3,Male,37,0,Entry Level,Laboratory Technician,2,Divorced,2377,19373,1,No,20,1,High,1,1,0,2,1,1,0,0,7,21,2
33,1,Travel_Rarely,1017,Research & Development,25,Bachelor,Medical,3,Male,55,1,Entry Level,Research Scientist,1,Single,2313,2993,4,Yes,20,1,Medium,0,5,0,1,2,2,2,2,6,21,1
42,0,Travel_Rarely,469,Research & Development,2,College,Medical,2,Male,35,0,Senior Level,Manager,3,Married,17665,14399,0,No,17,0,Very High,1,23,3,1,22,6,13,7,6,20,0
28,1,Travel_Frequently,1009,Research & Development,1,Bachelor,Medical,3,Male,45,1,Entry Level,Laboratory Technician,1,Divorced,2596,7160,1,No,15,0,Low,2,1,2,1,1,0,0,0,6,17,1
50,1,Travel_Frequently,959,Sales,1,Master,Other,2,Male,81,0,Junior Level,Sales Executive,2,Single,4728,17251,3,Yes,14,0,Very High,0,5,4,1,0,0,0,0,5,18,2
33,0,Travel_Frequently,970,Sales,7,Bachelor,Life Sciences,2,Female,30,0,Junior Level,Sales Executive,1,Married,4302,13401,0,No,17,0,High,1,4,3,1,3,2,0,2,4,20,1
34,0,Non-Travel,697,Research & Development,3,Master,Life Sciences,1,Male,40,1,Entry Level,Research Scientist,0,Married,2979,22478,3,No,17,0,Very High,3,6,2,1,0,0,0,0,3,19,2
48,0,Non-Travel,1262,Research & Development,1,Master,Medical,3,Male,35,2,Senior Level,Manager,0,Single,16885,16154,2,No,22,1,High,0,27,3,2,5,4,2,1,7,26,0
45,0,Non-Travel,1050,Sales,9,Master,Life Sciences,0,Female,65,1,Junior Level,Sales Executive,2,Married,5593,17970,1,No,13,0,Very High,1,15,2,1,15,10,4,12,4,15,2
52,0,Travel_Rarely,994,Research & Development,7,Master,Life Sciences,0,Male,87,0,Mid Level,Healthcare Representative,1,Single,10445,15322,7,No,19,0,Very High,0,18,4,1,8,6,4,0,2,23,0
38,0,Travel_Rarely,770,Sales,10,Master,Marketing,1,Male,73,1,Mid Level,Sales Executive,2,Divorced,8740,5569,0,Yes,14,0,Medium,2,9,2,1,8,7,2,7,5,16,1
29,0,Travel_Rarely,1107,Research & Development,28,Master,Life Sciences,1,Female,93,0,Entry Level,Research Scientist,0,Divorced,2514,26968,4,No,22,1,Low,1,11,1,1,7,5,1,7,2,24,2
28,0,Travel_Rarely,950,Research & Development,3,Bachelor,Medical,2,Female,93,0,Mid Level,Manufacturing Director,1,Divorced,7655,8039,0,No,17,0,Medium,3,10,3,2,9,7,1,7,5,20,1
46,0,Travel_Rarely,406,Sales,3,Below College,Marketing,3,Male,52,0,Senior Level,Manager,2,Married,17465,15596,3,No,12,0,Very High,1,23,3,1,12,9,4,9,6,15,0
38,0,Travel_Rarely,130,Sales,2,College,Marketing,2,Male,32,0,Mid Level,Sales Executive,1,Single,7351,20619,7,No,16,0,High,0,10,2,1,1,0,0,0,4,18,2
43,0,Travel_Frequently,1082,Research & Development,27,Bachelor,Life Sciences,1,Female,83,0,Mid Level,Manufacturing Director,3,Married,10820,11535,8,No,11,0,High,1,18,1,1,8,7,0,1,5,12,0
39,1,Travel_Frequently,203,Research & Development,2,Bachelor,Life Sciences,3,Male,84,0,Senior Level,Healthcare Representative,0,Divorced,12169,13547,7,No,11,0,Very High,3,21,4,1,18,7,11,5,4,15,0
40,0,Travel_Rarely,1308,Research & Development,14,Bachelor,Medical,1,Male,44,1,Executive Level,Research Director,2,Single,19626,17544,1,No,14,0,Low,0,21,2,3,20,7,4,9,7,16,0
21,0,Travel_Rarely,984,Research & Development,1,Below College,Technical Degree,2,Female,70,1,Entry Level,Research Scientist,1,Single,2070,25326,1,Yes,11,0,High,0,2,6,3,2,2,2,2,7,17,2
39,0,Non-Travel,439,Research & Development,9,Bachelor,Life Sciences,1,Male,70,0,Junior Level,Laboratory Technician,1,Single,6782,8770,9,No,15,0,High,0,9,2,2,5,4,0,3,4,17,1
36,0,Non-Travel,217,Research & Development,18,Master,Life Sciences,3,Male,78,0,Junior Level,Manufacturing Director,0,Single,7779,23238,2,No,20,1,Low,0,18,0,1,11,9,0,9,4,21,2
31,0,Travel_Frequently,793,Sales,20,Bachelor,Life Sciences,1,Male,67,2,Entry Level,Sales Representative,0,Married,2791,21981,0,No,12,0,Low,1,3,4,1,2,2,2,2,4,16,2
28,0,Travel_Rarely,1451,Research & Development,2,Below College,Life Sciences,3,Male,67,1,Entry Level,Research Scientist,1,Married,3201,19911,0,No,17,0,Low,0,6,2,0,5,3,0,4,5,19,2
35,0,Travel_Frequently,1182,Sales,11,College,Marketing,2,Male,54,0,Junior Level,Sales Executive,0,Divorced,4968,18500,1,No,11,0,Very High,1,5,3,1,5,2,0,2,3,14,2
49,0,Travel_Rarely,174,Sales,8,Master,Technical Degree,2,Male,56,1,Senior Level,Sales Executive,1,Married,13120,11879,6,No,17,0,Medium,1,22,3,1,9,8,2,3,5,20,0
34,0,Travel_Frequently,1003,Research & Development,2,College,Life Sciences,2,Male,95,0,Junior Level,Manufacturing Director,2,Single,4033,15834,2,No,11,0,Very High,0,5,3,2,3,2,0,2,6,14,2
29,0,Travel_Frequently,490,Research & Development,10,Bachelor,Life Sciences,2,Female,61,0,Entry Level,Research Scientist,1,Divorced,3291,17940,0,No,14,0,Very High,2,8,2,2,7,5,1,1,5,16,2
42,0,Travel_Rarely,188,Research & Development,29,Bachelor,Medical,0,Male,56,3,Junior Level,Laboratory Technician,0,Single,4272,9558,4,No,19,0,Low,0,16,3,1,1,0,0,0,4,22,1
29,0,Travel_Rarely,718,Research & Development,8,Below College,Medical,0,Male,79,1,Junior Level,Manufacturing Director,0,Married,5056,17689,1,Yes,15,0,High,1,10,2,2,10,7,1,2,3,17,2
38,0,Travel_Rarely,433,Human Resources,1,Bachelor,Human Resources,1,Male,37,2,Entry Level,Human Resources,2,Married,2844,6004,1,No,13,0,Very High,1,7,2,3,7,6,5,0,8,15,1
28,0,Travel_Frequently,773,Research & Development,6,Bachelor,Life Sciences,1,Male,39,1,Entry Level,Research Scientist,2,Divorced,2703,22088,1,Yes,14,0,Very High,1,3,2,1,3,1,0,2,5,16,2
18,1,Non-Travel,247,Research & Development,8,Below College,Medical,1,Male,80,0,Entry Level,Laboratory Technician,2,Single,1904,13556,1,No,12,0,Very High,0,0,0,1,0,0,0,0,4,12,1
33,1,Travel_Rarely,603,Sales,9,Master,Marketing,3,Female,77,0,Junior Level,Sales Executive,3,Single,8224,18385,0,Yes,17,0,Low,0,6,3,1,5,2,0,3,7,20,2
41,0,Travel_Rarely,167,Research & Development,12,Master,Life Sciences,0,Male,46,0,Entry Level,Laboratory Technician,0,Married,4766,9051,3,Yes,11,0,Low,1,6,4,1,1,0,0,0,1,15,1
31,1,Travel_Frequently,874,Research & Development,15,Bachelor,Medical,1,Male,72,0,Entry Level,Laboratory Technician,2,Married,2610,6233,1,No,12,0,High,1,2,5,2,2,2,2,2,5,17,1
37,0,Travel_Rarely,367,Research & Development,25,College,Medical,1,Female,52,1,Junior Level,Healthcare Representative,0,Divorced,5731,17171,7,No,13,0,High,2,9,2,1,6,2,1,3,3,15,2
27,0,Travel_Rarely,199,Research & Development,6,Bachelor,Life Sciences,2,Male,55,1,Entry Level,Research Scientist,2,Married,2539,7950,1,No,13,0,High,1,4,0,1,4,2,2,2,6,13,1
34,0,Travel_Rarely,1400,Sales,9,Below College,Life Sciences,0,Female,70,0,Junior Level,Sales Executive,2,Married,5714,5829,1,No,20,1,Low,0,6,3,2,6,5,1,3,4,24,1
35,0,Travel_Rarely,528,Human Resources,8,Master,Technical Degree,1,Male,100,0,Entry Level,Human Resources,2,Single,4323,7108,1,No,17,0,Medium,0,6,2,0,5,4,1,4,3,19,1
29,1,Travel_Rarely,408,Sales,23,Below College,Life Sciences,2,Female,45,1,Mid Level,Sales Executive,3,Married,7336,11162,1,No,13,0,Low,1,11,3,0,11,8,3,10,6,16,1
40,0,Travel_Frequently,593,Research & Development,9,Master,Medical,0,Female,88,0,Mid Level,Research Director,2,Single,13499,13782,9,No,17,0,High,0,20,3,2,18,7,2,13,4,20,0
42,1,Travel_Frequently,481,Sales,12,Bachelor,Life Sciences,1,Male,44,0,Senior Level,Sales Executive,3,Single,13758,2447,0,Yes,12,0,Medium,0,22,2,2,21,9,13,14,6,14,1
42,0,Travel_Rarely,647,Sales,4,Master,Marketing,0,Male,45,0,Junior Level,Sales Executive,3,Single,5155,2253,7,No,13,0,Very High,0,9,3,3,6,4,1,5,6,16,1
35,0,Travel_Rarely,982,Research & Development,1,Master,Medical,2,Male,58,1,Entry Level,Laboratory Technician,2,Married,2258,16340,6,No,12,0,Medium,1,10,2,1,8,0,1,7,6,14,2
24,0,Travel_Rarely,477,Research & Development,24,Bachelor,Medical,2,Male,49,0,Entry Level,Laboratory Technician,1,Single,3597,6409,8,No,22,1,Very High,0,6,2,1,4,3,1,2,4,25,1
28,1,Travel_Rarely,1485,Research & Development,12,Below College,Life Sciences,1,Female,79,0,Entry Level,Laboratory Technician,0,Married,2515,22955,1,Yes,11,0,Very High,0,1,4,2,1,1,0,0,3,15,2
26,0,Travel_Rarely,1384,Research & Development,3,Master,Medical,3,Male,82,2,Entry Level,Laboratory Technician,0,Married,4420,13421,1,No,22,1,Medium,1,8,2,1,8,7,0,7,6,25,1
30,0,Travel_Rarely,852,Sales,10,Bachelor,Marketing,1,Male,72,1,Junior Level,Sales Executive,2,Married,6578,2706,1,No,18,0,Low,1,10,3,1,10,3,1,4,5,21,1
40,0,Travel_Frequently,902,Research & Development,26,College,Medical,1,Female,92,1,Junior Level,Research Scientist,0,Married,4422,21203,3,Yes,13,0,Very High,1,16,3,0,1,1,0,0,2,16,2
35,0,Travel_Rarely,819,Research & Development,2,Bachelor,Life Sciences,1,Male,44,1,Mid Level,Manufacturing Director,1,Divorced,10274,19588,2,No,18,0,Medium,1,15,2,3,7,7,6,4,6,20,2
34,0,Travel_Frequently,669,Research & Development,1,Bachelor,Medical,2,Male,97,1,Junior Level,Healthcare Representative,3,Single,5343,25755,0,No,20,1,High,0,14,3,1,13,9,4,9,7,24,2
35,0,Travel_Frequently,636,Research & Development,4,Master,Other,2,Male,47,1,Entry Level,Laboratory Technician,0,Married,2376,26537,1,No,13,0,Medium,1,2,2,3,2,2,2,2,6,15,2
43,1,Travel_Rarely,1372,Sales,9,Bachelor,Marketing,3,Female,85,3,Junior Level,Sales Executive,2,Single,5346,9489,8,No,13,0,Medium,0,7,2,2,4,3,1,3,10,15,1
32,0,Non-Travel,862,Sales,2,Below College,Life Sciences,1,Female,76,0,Entry Level,Sales Representative,3,Divorced,2827,14947,1,No,12,0,High,3,1,3,1,1,0,0,0,5,15,2
56,0,Travel_Rarely,718,Research & Development,4,Master,Technical Degree,2,Female,92,0,Executive Level,Manager,3,Divorced,19943,18575,4,No,13,0,Very High,1,28,2,1,5,2,4,2,6,15,0
29,0,Travel_Rarely,1401,Research & Development,6,Below College,Medical,0,Female,54,0,Entry Level,Laboratory Technician,0,Married,3131,26342,1,No,13,0,Low,1,10,5,1,10,8,0,8,1,18,2
19,0,Travel_Rarely,645,Research & Development,9,College,Life Sciences,1,Male,54,0,Entry Level,Research Scientist,3,Single,2552,7172,1,No,25,1,High,0,1,4,1,1,1,0,0,5,30,1
